Subject,Block,TrialType,GoTrialResponse,GoTrialCorrectResponse,StopTrialResponse,StopSignalDelay,GoRT,StopFailureRT,StopTrialCorrectResponse,response,CorrectChoiceResponse
3,14,stop,,,,250.0,,0.0,Z,,z
3,14,stop,,,,200.0,,0.0,Z,,z
3,14,go,z,Z,,,482.0,,,z,z
3,14,go,z,Z,,,345.0,,,z,z
3,14,go,m,Z,,,449.0,,,m,z
3,14,go,z,Z,,,409.0,,,z,z
3,14,stop,,,z,200.0,,321.0,Z,z,z
3,14,go,m,M,,,505.0,,,m,m
3,14,go,m,M,,,400.0,,,m,m
3,14,go,z,Z,,,360.0,,,z,z
3,14,go,z,Z,,,592.0,,,z,z
3,14,stop,,,z,350.0,,408.0,Z,z,z
3,14,stop,,,,150.0,,0.0,M,,m
3,14,stop,,,,0.0,,0.0,M,,m
3,14,go,z,Z,,,323.0,,,z,z
3,14,go,m,M,,,411.0,,,m,m
3,14,go,m,M,,,387.0,,,m,m
3,14,go,m,M,,,395.0,,,m,m
3,14,go,z,Z,,,435.0,,,z,z
3,14,go,z,Z,,,378.0,,,z,z
3,14,stop,,,z,500.0,,354.0,Z,z,z
3,14,go,m,M,,,521.0,,,m,m
3,14,go,m,M,,,481.0,,,m,m
3,14,stop,,,,0.0,,0.0,M,,m
3,14,stop,,,,0.0,,0.0,M,,m
3,14,go,z,Z,,,369.0,,,z,z
3,14,go,m,M,,,424.0,,,m,m
3,14,go,m,M,,,352.0,,,m,m
3,14,stop,,,,100.0,,0.0,Z,,z
3,14,stop,,,m,500.0,,448.0,M,m,m
3,14,go,z,Z,,,360.0,,,z,z
3,14,stop,,,z,500.0,,415.0,Z,z,z
3,14,go,z,Z,,,375.0,,,z,z
3,14,go,m,M,,,463.0,,,m,m
3,14,stop,,,,150.0,,0.0,Z,,z
3,14,go,z,Z,,,479.0,,,z,z
3,14,stop,,,m,400.0,,374.0,M,m,m
3,14,go,z,Z,,,451.0,,,z,z
3,14,stop,,,z,400.0,,426.0,Z,z,z
3,14,go,m,M,,,422.0,,,m,m
3,14,go,z,Z,,,414.0,,,z,z
3,14,go,m,M,,,438.0,,,m,m
3,14,go,m,M,,,398.0,,,m,m
3,14,go,m,M,,,486.0,,,m,m
3,14,go,z,Z,,,669.0,,,z,z
3,14,go,m,M,,,373.0,,,m,m
3,14,go,z,Z,,,316.0,,,z,z
3,14,go,m,M,,,516.0,,,m,m
3,14,go,z,Z,,,476.0,,,z,z
3,14,go,m,M,,,467.0,,,m,m
3,14,go,z,Z,,,331.0,,,z,z
3,14,stop,,,m,450.0,,403.0,M,m,m
3,14,go,m,M,,,571.0,,,m,m
3,14,go,z,Z,,,419.0,,,z,z
3,14,go,m,M,,,378.0,,,m,m
3,14,stop,,,m,300.0,,386.0,M,m,m
3,14,go,m,M,,,426.0,,,m,m
3,14,go,m,M,,,450.0,,,m,m
3,14,go,z,Z,,,362.0,,,z,z
3,14,go,z,Z,,,417.0,,,z,z
3,14,stop,,,,150.0,,0.0,M,,m
3,14,go,z,Z,,,433.0,,,z,z
3,14,go,m,M,,,425.0,,,m,m
3,14,stop,,,,50.0,,0.0,M,,m
3,14,go,m,M,,,392.0,,,m,m
3,14,go,z,Z,,,512.0,,,z,z
3,14,go,m,M,,,360.0,,,m,m
3,14,go,m,M,,,368.0,,,m,m
3,14,go,m,M,,,328.0,,,m,m
3,14,stop,,,z,200.0,,351.0,Z,z,z
3,14,go,z,Z,,,462.0,,,z,z
3,14,go,m,M,,,339.0,,,m,m
3,14,go,z,Z,,,362.0,,,z,z
3,14,stop,,,m,400.0,,434.0,M,m,m
3,14,stop,,,z,500.0,,410.0,Z,z,z
3,14,go,z,Z,,,513.0,,,z,z
3,14,stop,,,z,350.0,,441.0,Z,z,z
3,14,go,z,Z,,,529.0,,,z,z
3,14,go,m,M,,,361.0,,,m,m
3,14,go,m,M,,,369.0,,,m,m
3,14,go,m,M,,,360.0,,,m,m
3,14,go,m,M,,,304.0,,,m,m
3,14,go,z,Z,,,392.0,,,z,z
3,14,go,m,M,,,336.0,,,m,m
3,14,stop,,,,150.0,,0.0,M,,m
3,14,go,m,M,,,543.0,,,m,m
3,14,go,z,Z,,,343.0,,,z,z
3,14,go,m,M,,,447.0,,,m,m
3,14,go,m,M,,,375.0,,,m,m
3,14,stop,,,z,450.0,,463.0,Z,z,z
3,14,go,m,M,,,454.0,,,m,m
3,14,go,z,Z,,,430.0,,,z,z
3,14,go,m,M,,,472.0,,,m,m
3,14,go,m,M,,,382.0,,,m,m
3,14,go,z,Z,,,406.0,,,z,z
3,14,go,z,Z,,,429.0,,,z,z
3,14,stop,,,,150.0,,0.0,M,,m
3,14,go,m,M,,,380.0,,,m,m
3,14,go,z,M,,,388.0,,,z,m
3,14,go,m,M,,,364.0,,,m,m
3,14,stop,,,,150.0,,0.0,Z,,z
3,14,go,m,M,,,395.0,,,m,m
3,14,go,m,M,,,403.0,,,m,m
3,14,stop,,,m,200.0,,363.0,M,m,m
3,14,go,z,Z,,,615.0,,,z,z
3,14,go,z,Z,,,399.0,,,z,z
3,14,stop,,,z,400.0,,407.0,Z,z,z
3,14,go,z,Z,,,446.0,,,z,z
3,14,go,m,M,,,342.0,,,m,m
3,14,go,z,Z,,,382.0,,,z,z
3,14,go,z,Z,,,438.0,,,z,z
3,14,go,m,M,,,510.0,,,m,m
3,14,go,m,M,,,405.0,,,m,m
3,14,go,m,M,,,413.0,,,m,m
3,14,stop,,,,50.0,,0.0,Z,,z
3,14,stop,,,,100.0,,0.0,Z,,z
3,14,go,z,Z,,,421.0,,,z,z
3,14,go,z,Z,,,460.0,,,z,z
3,14,go,m,M,,,500.0,,,m,m
3,14,go,z,Z,,,412.0,,,z,z
3,14,go,z,Z,,,404.0,,,z,z
3,14,go,m,M,,,396.0,,,m,m
3,14,stop,,,z,350.0,,482.0,Z,z,z
3,14,go,m,M,,,538.0,,,m,m
3,14,go,z,Z,,,482.0,,,z,z
3,14,go,m,M,,,362.0,,,m,m
3,14,go,m,M,,,418.0,,,m,m
3,14,go,z,Z,,,489.0,,,z,z
3,14,stop,,,,0.0,,0.0,Z,,z
3,14,go,z,Z,,,397.0,,,z,z
3,14,go,z,Z,,,389.0,,,z,z
3,14,go,m,M,,,381.0,,,m,m
3,14,go,m,M,,,405.0,,,m,m
3,14,go,z,Z,,,604.0,,,z,z
3,14,go,m,Z,,,372.0,,,m,z
3,14,go,m,M,,,412.0,,,m,m
3,14,go,z,Z,,,372.0,,,z,z
3,14,go,m,M,,,396.0,,,m,m
3,14,go,z,Z,,,339.0,,,z,z
3,14,go,z,Z,,,459.0,,,z,z
3,14,go,m,M,,,483.0,,,m,m
3,14,stop,,,m,450.0,,443.0,M,m,m
3,14,go,z,Z,,,467.0,,,z,z
3,16,go,z,Z,,,479.0,,,z,z
3,16,go,m,M,,,407.0,,,m,m
3,16,go,z,M,,,318.0,,,z,m
3,16,go,m,M,,,374.0,,,m,m
3,16,stop,,,m,400.0,,382.0,M,m,m
3,16,stop,,,m,400.0,,554.0,M,m,m
3,16,stop,,,,150.0,,0.0,Z,,z
3,16,go,m,M,,,525.0,,,m,m
3,16,go,m,M,,,373.0,,,m,m
3,16,go,z,Z,,,381.0,,,z,z
3,16,go,z,Z,,,372.0,,,z,z
3,16,stop,,,z,500.0,,348.0,Z,z,z
3,16,go,z,Z,,,372.0,,,z,z
3,16,go,z,Z,,,396.0,,,z,z
3,16,stop,,,,100.0,,0.0,Z,,z
3,16,go,m,M,,,379.0,,,m,m
3,16,go,z,Z,,,371.0,,,z,z
3,16,stop,,,m,450.0,,475.0,M,m,m
3,16,go,m,M,,,323.0,,,m,m
3,16,go,m,M,,,379.0,,,m,m
3,16,go,z,Z,,,370.0,,,z,z
3,16,go,z,Z,,,474.0,,,z,z
3,16,go,m,M,,,338.0,,,m,m
3,16,go,z,Z,,,394.0,,,z,z
3,16,go,m,M,,,338.0,,,m,m
3,16,go,z,Z,,,457.0,,,z,z
3,16,go,m,M,,,321.0,,,m,m
3,16,go,z,Z,,,297.0,,,z,z
3,16,go,m,M,,,369.0,,,m,m
3,16,go,z,Z,,,377.0,,,z,z
3,16,go,m,M,,,400.0,,,m,m
3,16,go,m,M,,,311.0,,,m,m
3,16,stop,,,,100.0,,0.0,M,,m
3,16,go,m,M,,,375.0,,,m,m
3,16,stop,,,m,200.0,,383.0,M,m,m
3,16,stop,,,,100.0,,0.0,Z,,z
3,16,go,m,M,,,382.0,,,m,m
3,16,stop,,,z,350.0,,406.0,Z,z,z
3,16,stop,,,z,350.0,,430.0,Z,z,z
3,16,go,z,Z,,,614.0,,,z,z
3,16,stop,,,z,300.0,,365.0,Z,z,z
3,16,go,m,M,,,421.0,,,m,m
3,16,go,M,M,,,413.0,,,M,m
3,16,stop,,,Z,450.0,,533.0,Z,Z,z
3,16,go,Z,Z,,,541.0,,,Z,z
3,16,go,M,M,,,372.0,,,M,m
3,16,go,Z,Z,,,364.0,,,Z,z
3,16,go,Z,Z,,,420.0,,,Z,z
3,16,go,Z,Z,,,348.0,,,Z,z
3,16,go,M,M,,,420.0,,,M,m
3,16,go,M,M,,,395.0,,,M,m
3,16,go,M,M,,,387.0,,,M,m
3,16,go,Z,Z,,,507.0,,,Z,z
3,16,go,M,M,,,371.0,,,M,m
3,16,stop,,,M,350.0,,395.0,M,M,m
3,16,go,Z,Z,,,418.0,,,Z,z
3,16,go,Z,Z,,,362.0,,,Z,z
3,16,go,Z,Z,,,401.0,,,Z,z
3,16,go,Z,Z,,,345.0,,,Z,z
3,16,stop,,,,100.0,,0.0,M,,m
3,16,go,Z,Z,,,456.0,,,Z,z
3,16,stop,,,Z,300.0,,336.0,Z,Z,z
3,16,go,M,M,,,472.0,,,M,m
3,16,go,Z,Z,,,416.0,,,Z,z
3,16,go,M,M,,,408.0,,,M,m
3,16,go,M,M,,,431.0,,,M,m
3,16,go,Z,Z,,,375.0,,,Z,z
3,16,go,Z,Z,,,367.0,,,Z,z
3,16,go,M,M,,,407.0,,,M,m
3,16,go,M,M,,,479.0,,,M,m
3,16,go,M,M,,,358.0,,,M,m
3,16,go,Z,Z,,,382.0,,,Z,z
3,16,stop,,,,50.0,,0.0,M,,m
3,16,stop,,,Z,350.0,,398.0,Z,Z,z
3,16,go,Z,Z,,,518.0,,,Z,z
3,16,go,M,M,,,397.0,,,M,m
3,16,stop,,,,0.0,,0.0,M,,m
3,16,go,Z,Z,,,369.0,,,Z,z
3,16,stop,,,M,450.0,,521.0,M,M,m
3,16,go,Z,Z,,,449.0,,,Z,z
3,16,go,M,M,,,377.0,,,M,m
3,16,go,Z,Z,,,607.0,,,Z,z
3,16,go,M,M,,,423.0,,,M,m
3,16,go,Z,Z,,,319.0,,,Z,z
3,16,go,M,M,,,359.0,,,M,m
3,16,go,Z,Z,,,319.0,,,Z,z
3,16,stop,,,Z,500.0,,422.0,Z,Z,z
3,16,go,Z,Z,,,526.0,,,Z,z
3,16,go,M,M,,,358.0,,,M,m
3,16,go,Z,Z,,,335.0,,,Z,z
3,16,go,Z,Z,,,326.0,,,Z,z
3,16,go,Z,Z,,,381.0,,,Z,z
3,16,go,M,M,,,357.0,,,M,m
3,16,go,Z,M,,,365.0,,,Z,m
3,16,go,Z,Z,,,373.0,,,Z,z
3,16,go,M,M,,,477.0,,,M,m
3,16,go,M,M,,,340.0,,,M,m
3,16,go,Z,Z,,,636.0,,,Z,z
3,16,go,M,M,,,436.0,,,M,m
3,16,go,Z,Z,,,364.0,,,Z,z
3,16,go,Z,Z,,,356.0,,,Z,z
3,16,go,Z,Z,,,428.0,,,Z,z
3,16,stop,,,,0.0,,0.0,M,,m
3,16,go,M,M,,,495.0,,,M,m
3,16,go,M,M,,,391.0,,,M,m
3,16,go,M,M,,,447.0,,,M,m
3,16,go,M,M,,,502.0,,,M,m
3,16,stop,,,,50.0,,0.0,M,,m
3,16,go,Z,Z,,,389.0,,,Z,z
3,16,go,Z,Z,,,349.0,,,Z,z
3,16,go,Z,Z,,,437.0,,,Z,z
3,16,go,M,M,,,365.0,,,M,m
3,16,go,Z,Z,,,341.0,,,Z,z
3,16,go,Z,Z,,,348.0,,,Z,z
3,16,go,Z,Z,,,356.0,,,Z,z
3,16,go,Z,Z,,,348.0,,,Z,z
3,16,go,M,M,,,372.0,,,M,m
3,16,go,Z,Z,,,412.0,,,Z,z
3,16,go,M,M,,,355.0,,,M,m
3,16,go,Z,Z,,,331.0,,,Z,z
3,16,stop,,,,100.0,,0.0,M,,m
3,16,go,Z,Z,,,395.0,,,Z,z
3,16,go,M,M,,,451.0,,,M,m
3,16,go,Z,Z,,,298.0,,,Z,z
3,16,go,Z,Z,,,322.0,,,Z,z
3,16,stop,,,M,450.0,,362.0,M,M,m
3,16,go,Z,Z,,,498.0,,,Z,z
3,16,stop,,,M,300.0,,378.0,M,M,m
3,16,go,Z,Z,,,417.0,,,Z,z
3,16,go,M,M,,,553.0,,,M,m
3,16,stop,,,,50.0,,0.0,M,,m
3,16,go,Z,Z,,,425.0,,,Z,z
3,16,go,M,M,,,384.0,,,M,m
3,16,stop,,,Z,400.0,,343.0,Z,Z,z
3,16,go,M,M,,,467.0,,,M,m
3,16,go,M,M,,,379.0,,,M,m
3,16,go,Z,Z,,,419.0,,,Z,z
3,16,stop,,,Z,350.0,,363.0,Z,Z,z
3,16,go,Z,Z,,,387.0,,,Z,z
3,16,stop,,,M,500.0,,458.0,M,M,m
3,16,go,Z,Z,,,498.0,,,Z,z
3,16,go,Z,Z,,,314.0,,,Z,z
3,16,go,M,M,,,354.0,,,M,m
3,16,go,Z,Z,,,378.0,,,Z,z
3,16,stop,,,Z,450.0,,385.0,Z,Z,z
3,16,go,M,M,,,505.0,,,M,m
3,16,go,Z,Z,,,337.0,,,Z,z
3,16,go,M,M,,,297.0,,,M,m
3,16,go,Z,Z,,,337.0,,,Z,z
3,16,stop,,,M,500.0,,328.0,M,M,m
3,16,go,M,M,,,304.0,,,M,m
3,16,stop,,,,0.0,,0.0,Z,,z
3,16,stop,,,Z,250.0,,404.0,Z,Z,z
3,16,go,Z,Z,,,412.0,,,Z,z
3,16,go,M,M,,,436.0,,,M,m
3,16,go,M,M,,,364.0,,,M,m
3,16,go,M,M,,,291.0,,,M,m
3,16,go,M,M,,,266.0,,,M,m
3,16,go,M,M,,,674.0,,,M,m
3,16,go,M,M,,,346.0,,,M,m
3,16,go,Z,Z,,,370.0,,,Z,z
3,16,go,M,M,,,265.0,,,M,m
3,16,go,M,M,,,289.0,,,M,m
3,16,go,Z,Z,,,361.0,,,Z,z
3,16,stop,,,M,400.0,,353.0,M,M,m
3,16,go,Z,Z,,,505.0,,,Z,z
3,16,go,M,Z,,,384.0,,,M,z
3,16,go,M,M,,,344.0,,,M,m
3,16,go,Z,Z,,,400.0,,,Z,z
3,16,go,M,M,,,296.0,,,M,m
3,16,go,Z,Z,,,576.0,,,Z,z
3,16,go,M,M,,,375.0,,,M,m
3,16,stop,,,M,300.0,,367.0,M,M,m
3,16,go,Z,Z,,,487.0,,,Z,z
3,16,stop,,,,100.0,,0.0,M,,m
3,16,go,Z,Z,,,487.0,,,Z,z
3,16,stop,,,Z,200.0,,350.0,Z,Z,z
3,16,go,M,M,,,346.0,,,M,m
3,16,go,Z,Z,,,386.0,,,Z,z
3,16,go,Z,Z,,,378.0,,,Z,z
3,16,go,M,M,,,354.0,,,M,m
3,16,stop,,,Z,450.0,,362.0,Z,Z,z
3,16,go,M,M,,,480.0,,,M,m
3,16,go,Z,Z,,,280.0,,,Z,z
3,16,go,Z,Z,,,336.0,,,Z,z
3,16,stop,,,M,200.0,,344.0,M,M,m
3,16,go,M,M,,,416.0,,,M,m
3,16,go,M,M,,,343.0,,,M,m
3,16,go,Z,Z,,,447.0,,,Z,z
3,16,go,Z,Z,,,295.0,,,Z,z
3,16,stop,,,,0.0,,0.0,Z,,z
3,16,go,M,M,,,363.0,,,M,m
3,16,go,Z,Z,,,387.0,,,Z,z
3,16,go,Z,Z,,,330.0,,,Z,z
3,16,go,Z,Z,,,402.0,,,Z,z
3,16,stop,,,,100.0,,0.0,M,,m
3,16,stop,,,M,450.0,,322.0,M,M,m
3,16,go,Z,Z,,,490.0,,,Z,z
3,16,go,M,M,,,289.0,,,M,m
3,16,stop,,,M,250.0,,409.0,M,M,m
3,16,go,Z,Z,,,385.0,,,Z,z
3,16,go,Z,Z,,,281.0,,,Z,z
3,16,go,Z,Z,,,273.0,,,Z,z
3,16,stop,,,M,300.0,,376.0,M,M,m
3,16,go,Z,Z,,,384.0,,,Z,z
3,16,go,Z,Z,,,328.0,,,Z,z
3,16,go,M,M,,,464.0,,,M,m
3,16,go,Z,Z,,,360.0,,,Z,z
3,16,go,Z,Z,,,350.0,,,Z,z
3,16,go,Z,Z,,,470.0,,,Z,z
3,16,go,M,M,,,350.0,,,M,m
3,16,stop,,,M,400.0,,486.0,M,M,m
3,16,go,M,M,,,446.0,,,M,m
3,16,go,M,M,,,421.0,,,M,m
3,16,go,,Z,,,0.0,,,,z
3,16,go,M,M,,,325.0,,,M,m
3,16,go,Z,Z,,,285.0,,,Z,z
3,16,go,Z,Z,,,277.0,,,Z,z
3,16,go,M,M,,,316.0,,,M,m
3,16,go,M,Z,,,340.0,,,M,z
3,16,go,Z,Z,,,332.0,,,Z,z
3,16,go,M,M,,,372.0,,,M,m
3,16,go,M,M,,,556.0,,,M,m
3,16,go,Z,Z,,,451.0,,,Z,z
3,16,go,M,M,,,475.0,,,M,m
3,16,go,Z,Z,,,339.0,,,Z,z
3,16,go,M,M,,,491.0,,,M,m
3,16,go,Z,Z,,,355.0,,,Z,z
3,16,go,M,M,,,314.0,,,M,m
3,16,go,M,M,,,578.0,,,M,m
3,16,go,Z,Z,,,330.0,,,Z,z
3,16,go,M,M,,,322.0,,,M,m
3,16,go,Z,Z,,,425.0,,,Z,z
3,16,go,Z,Z,,,304.0,,,Z,z
3,16,stop,,,Z,300.0,,280.0,Z,Z,z
3,16,go,Z,Z,,,416.0,,,Z,z
3,16,go,M,M,,,408.0,,,M,m
3,16,go,M,M,,,400.0,,,M,m
3,16,go,M,M,,,439.0,,,M,m
3,16,stop,,,M,250.0,,319.0,M,M,m
3,18,go,M,M,,,440.0,,,M,m
3,18,go,M,Z,,,400.0,,,M,z
3,18,go,M,M,,,376.0,,,M,m
3,18,go,Z,Z,,,399.0,,,Z,z
3,18,stop,,,,50.0,,0.0,M,,m
3,18,stop,,,,200.0,,0.0,Z,,z
3,18,stop,,,,0.0,,0.0,Z,,z
3,18,go,Z,Z,,,423.0,,,Z,z
3,18,go,Z,Z,,,335.0,,,Z,z
3,18,go,M,M,,,519.0,,,M,m
3,18,go,Z,Z,,,414.0,,,Z,z
3,18,go,M,M,,,374.0,,,M,m
3,18,go,M,M,,,430.0,,,M,m
3,18,go,M,M,,,390.0,,,M,m
3,18,stop,,,M,250.0,,350.0,M,M,m
3,18,go,M,M,,,470.0,,,M,m
3,18,stop,,,M,400.0,,285.0,M,M,m
3,18,stop,,,Z,250.0,,424.0,Z,Z,z
3,18,go,M,M,,,352.0,,,M,m
3,18,go,Z,Z,,,344.0,,,Z,z
3,18,go,Z,Z,,,352.0,,,Z,z
3,18,go,Z,Z,,,344.0,,,Z,z
3,18,stop,,,Z,100.0,,303.0,Z,Z,z
3,18,go,Z,Z,,,375.0,,,Z,z
3,18,stop,,,M,200.0,,463.0,M,M,m
3,18,go,M,M,,,459.0,,,M,m
3,18,go,,M,,,0.0,,,,m
3,18,stop,,,M,300.0,,523.0,M,M,m
3,18,go,Z,Z,,,370.0,,,Z,z
3,18,go,Z,Z,,,362.0,,,Z,z
3,18,go,M,M,,,322.0,,,M,m
3,18,go,M,M,,,282.0,,,M,m
3,18,go,M,M,,,338.0,,,M,m
3,18,go,Z,Z,,,441.0,,,Z,z
3,18,go,Z,Z,,,385.0,,,Z,z
3,18,go,M,M,,,313.0,,,M,m
3,18,go,M,M,,,321.0,,,M,m
3,18,go,M,M,,,313.0,,,M,m
3,18,go,M,M,,,336.0,,,M,m
3,18,go,M,M,,,440.0,,,M,m
3,18,go,M,M,,,352.0,,,M,m
3,18,go,Z,Z,,,440.0,,,Z,z
3,18,go,Z,Z,,,351.0,,,Z,z
3,18,go,Z,Z,,,310.0,,,Z,z
3,18,stop,,,Z,150.0,,302.0,Z,Z,z
3,18,go,M,M,,,438.0,,,M,m
3,18,go,Z,Z,,,382.0,,,Z,z
3,18,go,Z,Z,,,374.0,,,Z,z
3,18,stop,,,M,300.0,,381.0,M,M,m
3,18,go,M,M,,,517.0,,,M,m
3,18,go,M,M,,,317.0,,,M,m
3,18,go,Z,Z,,,453.0,,,Z,z
3,18,stop,,,M,450.0,,349.0,M,M,m
3,18,go,Z,Z,,,340.0,,,Z,z
3,18,go,M,M,,,364.0,,,M,m
3,18,go,Z,M,,,308.0,,,Z,m
3,18,go,M,M,,,460.0,,,M,m
3,18,go,M,M,,,356.0,,,M,m
3,18,stop,,,Z,400.0,,283.0,Z,Z,z
3,18,go,M,M,,,327.0,,,M,m
3,18,go,Z,Z,,,351.0,,,Z,z
3,18,go,Z,Z,,,631.0,,,Z,z
3,18,go,Z,Z,,,367.0,,,Z,z
3,18,go,M,M,,,343.0,,,M,m
3,18,stop,,,Z,400.0,,462.0,Z,Z,z
3,18,go,Z,Z,,,331.0,,,Z,z
3,18,stop,,,Z,400.0,,306.0,Z,Z,z
3,18,go,M,M,,,365.0,,,M,m
3,18,go,M,M,,,309.0,,,M,m
3,18,go,Z,Z,,,397.0,,,Z,z
3,18,go,Z,Z,,,325.0,,,Z,z
3,18,go,M,M,,,333.0,,,M,m
3,18,go,M,M,,,372.0,,,M,m
3,18,go,Z,Z,,,460.0,,,Z,z
3,18,go,Z,Z,,,356.0,,,Z,z
3,18,go,M,M,,,380.0,,,M,m
3,18,go,Z,Z,,,372.0,,,Z,z
3,18,go,Z,Z,,,363.0,,,Z,z
3,18,stop,,,M,250.0,,435.0,M,M,m
3,18,stop,,,,150.0,,0.0,Z,,z
3,18,stop,,,,200.0,,0.0,Z,,z
3,18,go,Z,Z,,,507.0,,,Z,z
3,18,stop,,,,50.0,,0.0,M,,m
3,18,stop,,,Z,250.0,,394.0,M,Z,m
3,18,go,Z,Z,,,466.0,,,Z,z
3,18,stop,,,M,500.0,,394.0,M,M,m
3,18,go,Z,Z,,,514.0,,,Z,z
3,18,go,M,M,,,377.0,,,M,m
3,18,go,Z,Z,,,385.0,,,Z,z
3,18,go,M,M,,,361.0,,,M,m
3,18,go,M,M,,,353.0,,,M,m
3,18,go,M,M,,,345.0,,,M,m
3,18,go,M,M,,,336.0,,,M,m
3,18,go,M,M,,,327.0,,,M,m
3,18,stop,,,,150.0,,0.0,M,,m
3,18,go,Z,Z,,,503.0,,,Z,z
3,18,go,Z,Z,,,351.0,,,Z,z
3,18,stop,,,,0.0,,0.0,M,,m
3,18,go,Z,Z,,,578.0,,,Z,z
3,18,go,M,M,,,458.0,,,M,m
3,18,stop,,,,150.0,,0.0,M,,m
3,18,go,Z,Z,,,346.0,,,Z,z
3,18,go,M,M,,,386.0,,,M,m
3,18,go,Z,Z,,,377.0,,,Z,z
3,18,go,Z,Z,,,529.0,,,Z,z
3,18,go,M,M,,,345.0,,,M,m
3,18,stop,,,Z,500.0,,321.0,Z,Z,z
3,18,go,M,M,,,393.0,,,M,m
3,18,go,Z,Z,,,400.0,,,Z,z
3,18,go,M,M,,,584.0,,,M,m
3,18,go,Z,Z,,,368.0,,,Z,z
3,18,go,M,M,,,344.0,,,M,m
3,18,go,Z,Z,,,384.0,,,Z,z
3,18,go,M,M,,,679.0,,,M,m
3,18,go,M,M,,,399.0,,,M,m
3,18,go,Z,Z,,,423.0,,,Z,z
3,18,go,Z,Z,,,415.0,,,Z,z
3,18,go,M,M,,,343.0,,,M,m
3,18,go,Z,Z,,,365.0,,,Z,z
3,18,go,M,M,,,421.0,,,M,m
3,18,stop,,,Z,300.0,,381.0,Z,Z,z
3,18,go,Z,Z,,,501.0,,,Z,z
3,18,stop,,,,50.0,,0.0,Z,,z
3,18,stop,,,,250.0,,0.0,Z,,z
3,18,go,M,M,,,540.0,,,M,m
3,18,go,M,M,,,532.0,,,M,m
3,18,go,M,M,,,348.0,,,M,m
3,18,go,Z,Z,,,500.0,,,Z,z
3,18,go,Z,Z,,,347.0,,,Z,z
3,18,go,M,M,,,435.0,,,M,m
3,18,go,Z,Z,,,443.0,,,Z,z
3,18,go,M,M,,,403.0,,,M,m
3,18,go,M,M,,,475.0,,,M,m
3,18,stop,,,Z,200.0,,386.0,Z,Z,z
3,18,stop,,,M,400.0,,415.0,M,M,m
3,18,stop,,,,50.0,,0.0,Z,,z
3,18,go,z,Z,,,526.0,,,z,z
3,18,go,z,Z,,,422.0,,,z,z
3,18,go,z,Z,,,382.0,,,z,z
3,18,go,z,Z,,,310.0,,,z,z
3,18,stop,,,m,350.0,,445.0,Z,m,z
3,18,go,m,M,,,405.0,,,m,m
3,18,go,m,M,,,349.0,,,m,m
3,18,go,m,M,,,388.0,,,m,m
3,18,go,z,Z,,,396.0,,,z,z
3,18,go,m,M,,,387.0,,,m,m
3,18,go,m,M,,,347.0,,,m,m
3,18,go,z,Z,,,403.0,,,z,z
3,18,go,m,M,,,347.0,,,m,m
3,18,go,z,Z,,,371.0,,,z,z
3,18,go,m,M,,,346.0,,,m,m
3,18,stop,,,,200.0,,0.0,Z,,z
3,18,go,m,M,,,478.0,,,m,m
3,18,go,z,Z,,,342.0,,,z,z
3,18,stop,,,m,300.0,,350.0,M,m,m
3,18,go,z,Z,,,422.0,,,z,z
3,18,go,m,M,,,461.0,,,m,m
3,18,go,m,M,,,373.0,,,m,m
3,18,stop,,,z,250.0,,525.0,Z,z,z
3,18,go,z,Z,,,405.0,,,z,z
3,18,go,z,Z,,,493.0,,,z,z
3,18,stop,,,,100.0,,0.0,Z,,z
3,18,stop,,,,0.0,,0.0,M,,m
3,18,go,m,M,,,424.0,,,m,m
3,18,stop,,,,150.0,,0.0,M,,m
3,18,go,m,M,,,456.0,,,m,m
3,18,stop,,,z,450.0,,480.0,Z,z,z
3,18,go,m,M,,,391.0,,,m,m
3,18,go,z,Z,,,414.0,,,z,z
3,18,go,m,M,,,326.0,,,m,m
3,18,stop,,,m,350.0,,414.0,M,m,m
3,18,go,m,M,,,518.0,,,m,m
3,18,go,z,Z,,,445.0,,,z,z
3,18,go,m,M,,,373.0,,,m,m
3,18,go,z,Z,,,477.0,,,z,z
3,18,go,m,M,,,485.0,,,m,m
3,18,go,m,M,,,317.0,,,m,m
3,18,go,z,Z,,,388.0,,,z,z
3,18,go,z,M,,,300.0,,,z,m
3,18,go,m,M,,,452.0,,,m,m
3,18,go,z,Z,,,364.0,,,z,z
3,18,go,m,M,,,356.0,,,m,m
3,18,go,z,Z,,,363.0,,,z,z
3,18,go,m,M,,,547.0,,,m,m
3,18,go,z,Z,,,363.0,,,z,z
3,18,go,m,Z,,,387.0,,,m,z
3,18,go,m,M,,,379.0,,,m,m
3,18,stop,,,z,450.0,,354.0,Z,z,z
3,18,stop,,,m,500.0,,394.0,M,m,m
3,18,stop,,,,0.0,,0.0,Z,,z
3,18,stop,,,,0.0,,0.0,Z,,z
3,18,go,z,Z,,,474.0,,,z,z
3,18,go,z,Z,,,418.0,,,z,z
3,18,stop,,,m,300.0,,329.0,M,m,m
3,18,go,z,Z,,,385.0,,,z,z
3,18,go,m,M,,,360.0,,,m,m
3,18,stop,,,z,500.0,,256.0,Z,z,z
3,18,go,m,M,,,328.0,,,m,m
3,18,stop,,,z,450.0,,368.0,Z,z,z
3,18,go,m,M,,,488.0,,,m,m
3,18,stop,,,m,200.0,,447.0,M,m,m
3,18,go,z,Z,,,475.0,,,z,z
