Subject,Block,TrialType,GoTrialResponse,GoTrialCorrectResponse,StopTrialResponse,StopSignalDelay,GoRT,StopFailureRT,StopTrialCorrectResponse,response,CorrectChoiceResponse
1,3,go,m,M,,,765.0,,,m,m
1,3,go,m,M,,,405.0,,,m,m
1,3,stop,,,,50.0,,0.0,M,,m
1,3,go,m,M,,,453.0,,,m,m
1,3,go,z,Z,,,444.0,,,z,z
1,3,go,m,M,,,484.0,,,m,m
1,3,go,z,Z,,,556.0,,,z,z
1,3,go,z,Z,,,484.0,,,z,z
1,3,go,z,Z,,,603.0,,,z,z
1,3,go,z,Z,,,499.0,,,z,z
1,3,stop,,,,400.0,,0.0,M,,m
1,3,go,z,Z,,,535.0,,,z,z
1,3,go,z,Z,,,511.0,,,z,z
1,3,go,z,Z,,,519.0,,,z,z
1,3,go,z,Z,,,494.0,,,z,z
1,3,go,m,M,,,566.0,,,m,m
1,3,go,m,M,,,542.0,,,m,m
1,3,go,m,M,,,774.0,,,m,m
1,3,stop,,,z,400.0,,494.0,Z,z,z
1,3,go,z,Z,,,501.0,,,z,z
1,3,stop,,,,300.0,,0.0,M,,m
1,3,go,m,M,,,485.0,,,m,m
1,3,stop,,,,500.0,,0.0,Z,,z
1,3,go,m,M,,,581.0,,,m,m
1,3,go,z,Z,,,444.0,,,z,z
1,3,go,z,Z,,,692.0,,,z,z
1,3,go,z,Z,,,508.0,,,z,z
1,3,go,z,Z,,,548.0,,,z,z
1,3,stop,,,,150.0,,0.0,Z,,z
1,3,stop,,,,100.0,,0.0,M,,m
1,3,go,m,M,,,571.0,,,m,m
1,3,stop,,,,50.0,,0.0,M,,m
1,3,go,z,Z,,,554.0,,,z,z
1,3,go,m,M,,,593.0,,,m,m
1,3,stop,,,,150.0,,0.0,Z,,z
1,3,go,m,M,,,577.0,,,m,m
1,3,go,z,Z,,,457.0,,,z,z
1,3,stop,,,z,250.0,,353.0,Z,z,z
1,3,go,z,Z,,,472.0,,,z,z
1,3,go,z,Z,,,416.0,,,z,z
1,3,go,m,M,,,536.0,,,m,m
1,3,go,z,Z,,,608.0,,,z,z
1,3,stop,,,,100.0,,0.0,M,,m
1,3,go,m,M,,,619.0,,,m,m
1,3,go,z,Z,,,323.0,,,z,z
1,3,go,m,M,,,683.0,,,m,m
1,3,go,z,Z,,,562.0,,,z,z
1,3,go,m,M,,,682.0,,,m,m
1,3,go,z,Z,,,434.0,,,z,z
1,3,stop,,,,100.0,,0.0,M,,m
1,3,go,z,Z,,,450.0,,,z,z
1,3,go,m,M,,,585.0,,,m,m
1,3,go,m,M,,,465.0,,,m,m
1,3,go,z,Z,,,329.0,,,z,z
1,3,stop,,,z,400.0,,579.0,Z,z,z
1,3,go,z,Z,,,504.0,,,z,z
1,3,go,m,M,,,560.0,,,m,m
1,3,go,m,M,,,600.0,,,m,m
1,3,go,z,Z,,,496.0,,,z,z
1,3,go,z,Z,,,552.0,,,z,z
1,3,go,z,Z,,,351.0,,,z,z
1,3,stop,,,,300.0,,0.0,M,,m
1,3,go,m,M,,,623.0,,,m,m
1,3,go,m,M,,,455.0,,,m,m
1,3,go,z,Z,,,479.0,,,z,z
1,3,go,m,M,,,630.0,,,m,m
1,3,stop,,,,200.0,,0.0,M,,m
1,3,go,z,Z,,,458.0,,,z,z
1,3,go,z,Z,,,418.0,,,z,z
1,3,go,m,M,,,522.0,,,m,m
1,3,go,z,Z,,,417.0,,,z,z
1,3,go,m,M,,,520.0,,,m,m
1,3,go,z,Z,,,432.0,,,z,z
1,3,go,m,M,,,648.0,,,m,m
1,3,go,z,Z,,,544.0,,,z,z
1,3,go,m,M,,,439.0,,,m,m
1,3,stop,,,,250.0,,0.0,M,,m
1,3,go,m,M,,,583.0,,,m,m
1,3,go,m,M,,,783.0,,,m,m
1,3,go,z,Z,,,391.0,,,z,z
1,3,go,m,M,,,442.0,,,m,m
1,3,go,m,M,,,514.0,,,m,m
1,3,go,m,M,,,602.0,,,m,m
1,3,go,m,M,,,466.0,,,m,m
1,3,go,m,M,,,505.0,,,m,m
1,3,go,z,Z,,,449.0,,,z,z
1,3,go,m,M,,,473.0,,,m,m
1,3,go,m,M,,,561.0,,,m,m
1,3,stop,,,m,350.0,,488.0,M,m,m
1,3,stop,,,,50.0,,0.0,Z,,z
1,3,go,m,M,,,522.0,,,m,m
1,3,go,m,M,,,560.0,,,m,m
1,3,go,m,M,,,680.0,,,m,m
1,3,go,z,Z,,,463.0,,,z,z
1,3,go,z,Z,,,455.0,,,z,z
1,3,stop,,,z,500.0,,415.0,Z,z,z
1,3,stop,,,,250.0,,0.0,M,,m
1,3,go,m,M,,,623.0,,,m,m
1,3,go,z,Z,,,550.0,,,z,z
1,3,go,m,M,,,606.0,,,m,m
1,3,go,z,Z,,,438.0,,,z,z
1,3,stop,,,m,450.0,,542.0,M,m,m
1,3,go,m,M,,,582.0,,,m,m
1,3,go,m,M,,,653.0,,,m,m
1,3,stop,,,,0.0,,0.0,M,,m
1,3,go,z,Z,,,481.0,,,z,z
1,3,stop,,,,100.0,,0.0,Z,,z
1,3,go,m,M,,,705.0,,,m,m
1,3,stop,,,,200.0,,0.0,Z,,z
1,3,go,m,M,,,612.0,,,m,m
1,3,stop,,,,200.0,,0.0,Z,,z
1,3,go,z,Z,,,579.0,,,z,z
1,3,stop,,,z,450.0,,491.0,Z,z,z
1,3,go,z,Z,,,563.0,,,z,z
1,3,go,z,Z,,,410.0,,,z,z
1,3,go,z,Z,,,482.0,,,z,z
1,3,go,z,Z,,,682.0,,,z,z
1,3,go,z,Z,,,402.0,,,z,z
1,3,go,m,M,,,618.0,,,m,m
1,3,go,z,Z,,,593.0,,,z,z
1,3,go,z,Z,,,569.0,,,z,z
1,3,go,m,M,,,593.0,,,m,m
1,3,stop,,,,250.0,,0.0,Z,,z
1,3,go,m,M,,,545.0,,,m,m
1,3,go,m,M,,,520.0,,,m,m
1,3,go,m,M,,,528.0,,,m,m
1,3,stop,,,,150.0,,0.0,M,,m
1,3,go,m,M,,,576.0,,,m,m
1,3,go,m,M,,,552.0,,,m,m
1,3,go,m,M,,,607.0,,,m,m
1,3,go,m,M,,,439.0,,,m,m
1,3,go,z,Z,,,607.0,,,z,z
1,3,go,m,M,,,551.0,,,m,m
1,3,stop,,,,50.0,,0.0,Z,,z
1,3,stop,,,,500.0,,0.0,Z,,z
1,3,go,z,Z,,,510.0,,,z,z
1,3,go,z,Z,,,422.0,,,z,z
1,3,stop,,,,200.0,,0.0,M,,m
1,3,stop,,,,0.0,,0.0,M,,m
1,3,go,m,M,,,513.0,,,m,m
1,3,go,m,M,,,425.0,,,m,m
1,3,go,z,Z,,,401.0,,,z,z
1,3,stop,,,,150.0,,0.0,Z,,z
1,3,go,m,M,,,513.0,,,m,m
1,3,go,m,M,,,584.0,,,m,m
1,3,stop,,,,50.0,,0.0,M,,m
1,3,stop,,,z,400.0,,455.0,Z,z,z
1,3,go,m,M,,,643.0,,,m,m
1,3,stop,,,,300.0,,0.0,M,,m
1,3,go,m,M,,,643.0,,,m,m
1,3,stop,,,,50.0,,0.0,M,,m
1,3,stop,,,z,350.0,,530.0,Z,z,z
1,3,go,m,M,,,604.0,,,m,m
1,3,go,m,M,,,594.0,,,m,m
1,3,go,z,Z,,,521.0,,,z,z
1,3,stop,,,z,450.0,,353.0,Z,z,z
1,3,go,m,M,,,521.0,,,m,m
1,3,go,z,Z,,,785.0,,,z,z
1,3,go,z,Z,,,409.0,,,z,z
1,3,go,z,Z,,,592.0,,,z,z
1,3,go,z,Z,,,520.0,,,z,z
1,3,go,m,M,,,560.0,,,m,m
1,3,go,m,M,,,440.0,,,m,m
1,3,go,z,Z,,,480.0,,,z,z
1,3,go,z,Z,,,327.0,,,z,z
1,3,go,z,Z,,,447.0,,,z,z
1,3,go,z,Z,,,375.0,,,z,z
1,3,go,m,M,,,431.0,,,m,m
1,3,go,m,M,,,502.0,,,m,m
1,3,stop,,,z,300.0,,414.0,Z,z,z
1,3,go,z,Z,,,550.0,,,z,z
1,3,stop,,,m,450.0,,494.0,M,m,m
1,3,go,m,M,,,806.0,,,m,m
1,3,go,m,M,,,509.0,,,m,m
1,3,go,z,Z,,,485.0,,,z,z
1,3,go,m,M,,,637.0,,,m,m
1,3,go,z,Z,,,485.0,,,z,z
1,3,go,m,M,,,541.0,,,m,m
1,3,go,m,M,,,548.0,,,m,m
1,3,stop,,,z,350.0,,492.0,Z,z,z
1,3,go,m,M,,,548.0,,,m,m
1,3,go,z,Z,,,652.0,,,z,z
1,3,go,z,Z,,,739.0,,,z,z
1,3,stop,,,z,500.0,,586.0,Z,z,z
1,3,go,z,Z,,,626.0,,,z,z
1,3,go,m,M,,,842.0,,,m,m
1,3,go,z,Z,,,610.0,,,z,z
1,3,go,z,Z,,,649.0,,,z,z
1,3,go,m,M,,,481.0,,,m,m
1,3,go,z,Z,,,585.0,,,z,z
1,3,stop,,,,500.0,,0.0,M,,m
1,3,go,z,Z,,,489.0,,,z,z
1,3,go,m,M,,,720.0,,,m,m
1,3,stop,,,,100.0,,0.0,M,,m
1,3,stop,,,,0.0,,0.0,Z,,z
1,3,go,m,M,,,620.0,,,m,m
1,3,go,m,M,,,548.0,,,m,m
1,3,stop,,,,350.0,,0.0,Z,,z
1,3,stop,,,,0.0,,0.0,M,,m
1,3,go,m,M,,,719.0,,,m,m
1,3,go,z,Z,,,519.0,,,z,z
1,3,stop,,,,300.0,,0.0,M,,m
1,3,go,z,Z,,,599.0,,,z,z
1,3,go,m,M,,,527.0,,,m,m
1,3,stop,,,,450.0,,0.0,M,,m
1,3,go,z,Z,,,814.0,,,z,z
1,3,go,z,Z,,,742.0,,,z,z
1,3,stop,,,,250.0,,0.0,M,,m
1,3,go,m,M,,,710.0,,,m,m
1,3,stop,,,,200.0,,0.0,Z,,z
1,3,go,z,Z,,,553.0,,,z,z
1,3,stop,,,,100.0,,0.0,M,,m
1,3,go,m,M,,,681.0,,,m,m
1,3,stop,,,,50.0,,0.0,Z,,z
1,3,go,m,M,,,584.0,,,m,m
1,3,stop,,,,300.0,,0.0,Z,,z
1,3,stop,,,,250.0,,0.0,Z,,z
1,3,go,m,M,,,544.0,,,m,m
1,3,go,m,M,,,664.0,,,m,m
1,3,go,m,M,,,543.0,,,m,m
1,3,go,m,M,,,502.0,,,m,m
1,3,go,m,M,,,430.0,,,m,m
1,3,go,z,Z,,,550.0,,,z,z
1,3,stop,,,,150.0,,0.0,Z,,z
1,3,go,z,Z,,,565.0,,,z,z
1,3,go,z,Z,,,397.0,,,z,z
1,3,go,m,M,,,533.0,,,m,m
1,3,stop,,,z,400.0,,509.0,Z,z,z
1,3,go,z,Z,,,693.0,,,z,z
1,3,go,z,Z,,,604.0,,,z,z
1,3,stop,,,m,400.0,,500.0,M,m,m
1,3,go,m,M,,,704.0,,,m,m
1,3,go,z,Z,,,776.0,,,z,z
1,3,go,m,M,,,880.0,,,m,m
1,3,go,z,Z,,,455.0,,,z,z
1,3,go,m,M,,,815.0,,,m,m
1,3,go,z,Z,,,583.0,,,z,z
1,3,stop,,,m,450.0,,479.0,M,m,m
1,3,go,m,M,,,615.0,,,m,m
1,3,go,m,M,,,510.0,,,m,m
1,5,go,m,M,,,624.0,,,m,m
1,5,go,m,M,,,568.0,,,m,m
1,5,stop,,,z,200.0,,336.0,Z,z,z
1,5,go,m,M,,,632.0,,,m,m
1,5,go,m,M,,,399.0,,,m,m
1,5,go,m,M,,,358.0,,,m,m
1,5,go,z,Z,,,366.0,,,z,z
1,5,go,z,Z,,,374.0,,,z,z
1,5,go,m,M,,,526.0,,,m,m
1,5,go,m,Z,,,421.0,,,m,z
1,5,go,m,M,,,989.0,,,m,m
1,5,go,z,Z,,,375.0,,,z,z
1,5,go,m,M,,,525.0,,,m,m
1,5,go,m,M,,,885.0,,,m,m
1,5,go,m,M,,,412.0,,,m,m
1,5,go,m,M,,,340.0,,,m,m
1,5,stop,,,m,400.0,,428.0,M,m,m
1,5,go,m,M,,,536.0,,,m,m
1,5,go,z,Z,,,624.0,,,z,z
1,5,go,m,M,,,599.0,,,m,m
1,5,go,m,M,,,543.0,,,m,m
1,5,stop,,,,100.0,,0.0,Z,,z
1,5,stop,,,z,450.0,,479.0,Z,z,z
1,5,go,z,Z,,,375.0,,,z,z
1,5,go,z,Z,,,478.0,,,z,z
1,5,go,z,Z,,,486.0,,,z,z
1,5,go,z,Z,,,446.0,,,z,z
1,5,go,m,M,,,614.0,,,m,m
1,5,go,z,Z,,,542.0,,,z,z
1,5,go,m,M,,,437.0,,,m,m
1,5,go,z,Z,,,589.0,,,z,z
1,5,go,z,Z,,,629.0,,,z,z
1,5,go,z,Z,,,461.0,,,z,z
1,5,go,m,M,,,613.0,,,m,m
1,5,go,m,M,,,716.0,,,m,m
1,5,go,z,Z,,,580.0,,,z,z
1,5,go,m,M,,,572.0,,,m,m
1,5,go,m,M,,,548.0,,,m,m
1,5,go,m,M,,,379.0,,,m,m
1,5,go,z,Z,,,483.0,,,z,z
1,5,go,m,M,,,507.0,,,m,m
1,5,go,z,Z,,,387.0,,,z,z
1,5,go,m,M,,,539.0,,,m,m
1,5,go,z,Z,,,385.0,,,z,z
1,5,go,z,Z,,,425.0,,,z,z
1,5,go,m,M,,,513.0,,,m,m
1,5,go,m,M,,,473.0,,,m,m
1,5,go,z,Z,,,625.0,,,z,z
1,5,go,z,Z,,,376.0,,,z,z
1,5,go,m,M,,,480.0,,,m,m
1,5,go,m,M,,,648.0,,,m,m
1,5,go,m,M,,,592.0,,,m,m
1,5,go,z,Z,,,519.0,,,z,z
1,5,go,m,M,,,511.0,,,m,m
1,5,go,m,M,,,503.0,,,m,m
1,5,go,z,Z,,,447.0,,,z,z
1,5,go,z,Z,,,391.0,,,z,z
1,5,go,z,Z,,,382.0,,,z,z
1,5,go,m,M,,,454.0,,,m,m
1,5,go,z,Z,,,526.0,,,z,z
1,5,go,z,Z,,,374.0,,,z,z
1,5,stop,,,,0.0,,0.0,M,,m
1,5,go,z,Z,,,458.0,,,z,z
1,5,go,m,M,,,529.0,,,m,m
1,5,stop,,,,150.0,,0.0,Z,,z
1,5,go,z,Z,,,401.0,,,z,z
1,5,go,z,Z,,,473.0,,,z,z
1,5,go,m,M,,,417.0,,,m,m
1,5,go,z,Z,,,360.0,,,z,z
1,5,go,z,Z,,,448.0,,,z,z
1,5,go,z,Z,,,440.0,,,z,z
1,5,go,z,Z,,,352.0,,,z,z
1,5,stop,,,,200.0,,0.0,M,,m
1,5,go,z,Z,,,404.0,,,z,z
1,5,go,z,Z,,,443.0,,,z,z
1,5,stop,,,,250.0,,0.0,Z,,z
1,5,go,z,Z,,,459.0,,,z,z
1,5,go,z,Z,,,371.0,,,z,z
1,5,go,m,M,,,554.0,,,m,m
1,5,go,z,Z,,,450.0,,,z,z
1,5,go,m,M,,,522.0,,,m,m
1,5,go,m,M,,,801.0,,,m,m
1,5,go,z,Z,,,537.0,,,z,z
1,5,go,z,Z,,,371.0,,,z,z
1,5,go,z,Z,,,392.0,,,z,z
1,5,go,z,Z,,,368.0,,,z,z
1,5,go,z,Z,,,536.0,,,z,z
1,5,go,m,M,,,576.0,,,m,m
1,5,go,m,M,,,695.0,,,m,m
1,5,stop,,,z,250.0,,415.0,Z,z,z
1,5,go,m,M,,,471.0,,,m,m
1,5,go,z,Z,,,543.0,,,z,z
1,5,go,z,Z,,,375.0,,,z,z
1,5,go,m,M,,,606.0,,,m,m
1,5,go,m,M,,,502.0,,,m,m
1,5,go,z,Z,,,414.0,,,z,z
1,5,go,m,M,,,550.0,,,m,m
1,5,go,z,Z,,,445.0,,,z,z
1,5,go,m,M,,,421.0,,,m,m
1,5,go,m,M,,,461.0,,,m,m
1,5,go,m,M,,,421.0,,,m,m
1,5,stop,,,z,400.0,,397.0,Z,z,z
1,5,go,m,M,,,516.0,,,m,m
1,5,go,m,M,,,428.0,,,m,m
1,5,stop,,,z,400.0,,468.0,Z,z,z
1,5,go,z,Z,,,544.0,,,z,z
1,5,go,m,M,,,472.0,,,m,m
1,5,go,z,Z,,,544.0,,,z,z
1,5,go,m,M,,,471.0,,,m,m
1,5,go,m,M,,,479.0,,,m,m
1,5,go,z,Z,,,503.0,,,z,z
1,5,go,m,M,,,415.0,,,m,m
1,5,go,m,M,,,471.0,,,m,m
1,5,go,m,M,,,494.0,,,m,m
1,5,go,m,M,,,454.0,,,m,m
1,5,go,m,M,,,366.0,,,m,m
1,5,go,m,M,,,342.0,,,m,m
1,5,go,z,Z,,,509.0,,,z,z
1,5,go,z,Z,,,453.0,,,z,z
1,5,go,m,M,,,492.0,,,m,m
1,5,go,m,M,,,500.0,,,m,m
1,5,go,m,M,,,412.0,,,m,m
1,5,go,m,M,,,355.0,,,m,m
1,5,go,m,M,,,635.0,,,m,m
1,5,stop,,,,200.0,,0.0,M,,m
1,5,go,m,M,,,587.0,,,m,m
1,5,go,z,Z,,,403.0,,,z,z
1,5,stop,,,,0.0,,0.0,Z,,z
1,5,go,z,Z,,,390.0,,,z,z
1,5,go,z,Z,,,382.0,,,z,z
1,5,go,z,Z,,,470.0,,,z,z
1,5,go,m,M,,,510.0,,,m,m
1,5,go,z,Z,,,438.0,,,z,z
1,5,go,z,Z,,,525.0,,,z,z
1,5,go,z,Z,,,357.0,,,z,z
1,5,go,m,M,,,493.0,,,m,m
1,5,stop,,,,50.0,,0.0,Z,,z
1,5,stop,,,z,500.0,,396.0,Z,z,z
1,5,go,m,M,,,564.0,,,m,m
1,5,go,z,Z,,,412.0,,,z,z
1,5,go,z,Z,,,372.0,,,z,z
1,5,go,m,M,,,396.0,,,m,m
1,5,go,m,M,,,531.0,,,m,m
1,5,go,m,M,,,795.0,,,m,m
1,5,go,z,Z,,,435.0,,,z,z
1,5,go,z,Z,,,299.0,,,z,z
1,5,go,m,M,,,467.0,,,m,m
1,5,go,m,M,,,474.0,,,m,m
1,5,go,z,Z,,,530.0,,,z,z
1,5,stop,,,z,250.0,,346.0,Z,z,z
1,5,go,z,Z,,,594.0,,,z,z
1,5,go,m,M,,,553.0,,,m,m
1,5,go,m,M,,,385.0,,,m,m
1,5,go,m,M,,,569.0,,,m,m
1,5,go,z,Z,,,433.0,,,z,z
1,5,go,z,Z,,,377.0,,,z,z
1,5,stop,,,z,350.0,,319.0,Z,z,z
1,5,go,z,M,,,423.0,,,z,m
1,5,stop,,,m,300.0,,463.0,M,m,m
1,5,stop,,,m,350.0,,423.0,M,m,m
1,5,go,m,M,,,703.0,,,m,m
1,5,go,m,M,,,630.0,,,m,m
1,5,go,z,Z,,,558.0,,,z,z
1,5,go,z,Z,,,438.0,,,z,z
1,5,go,m,M,,,686.0,,,m,m
1,5,go,m,M,,,486.0,,,m,m
1,5,go,z,Z,,,573.0,,,z,z
1,5,go,z,Z,,,517.0,,,z,z
1,5,go,m,M,,,525.0,,,m,m
1,5,go,z,Z,,,773.0,,,z,z
1,5,go,z,Z,,,412.0,,,z,z
1,5,go,z,Z,,,468.0,,,z,z
1,5,stop,,,,200.0,,0.0,M,,m
1,5,go,z,Z,,,520.0,,,z,z
1,5,go,m,M,,,480.0,,,m,m
1,5,go,z,Z,,,520.0,,,z,z
1,5,go,m,M,,,591.0,,,m,m
1,5,go,z,Z,,,583.0,,,z,z
1,5,go,z,Z,,,399.0,,,z,z
1,5,go,m,M,,,615.0,,,m,m
1,5,go,z,Z,,,447.0,,,z,z
1,5,go,z,Z,,,566.0,,,z,z
1,5,stop,,,,350.0,,0.0,Z,,z
1,5,go,z,Z,,,566.0,,,z,z
1,5,stop,,,,100.0,,0.0,Z,,z
1,5,go,z,Z,,,422.0,,,z,z
1,5,go,z,Z,,,429.0,,,z,z
1,5,go,m,M,,,533.0,,,m,m
1,5,go,z,Z,,,493.0,,,z,z
1,5,stop,,,,50.0,,0.0,Z,,z
1,5,stop,,,,50.0,,0.0,M,,m
1,5,go,z,Z,,,372.0,,,z,z
1,5,go,m,M,,,508.0,,,m,m
1,5,go,z,Z,,,388.0,,,z,z
1,5,go,z,Z,,,508.0,,,z,z
1,5,stop,,,m,400.0,,450.0,M,m,m
1,5,go,m,M,,,606.0,,,m,m
1,5,go,z,Z,,,454.0,,,z,z
1,5,stop,,,,100.0,,0.0,M,,m
1,5,go,m,M,,,646.0,,,m,m
1,5,go,m,M,,,430.0,,,m,m
1,5,go,m,M,,,389.0,,,m,m
1,5,go,z,Z,,,509.0,,,z,z
1,5,go,z,Z,,,405.0,,,z,z
1,5,stop,,,,400.0,,0.0,Z,,z
1,5,go,m,M,,,789.0,,,m,m
1,5,go,m,Z,,,396.0,,,m,z
1,5,stop,,,,400.0,,0.0,Z,,z
1,5,go,z,Z,,,464.0,,,z,z
1,5,go,m,M,,,536.0,,,m,m
1,5,go,m,M,,,592.0,,,m,m
1,5,go,z,Z,,,615.0,,,z,z
1,5,stop,,,,200.0,,0.0,M,,m
1,5,go,m,M,,,523.0,,,m,m
1,5,go,m,M,,,611.0,,,m,m
1,5,go,m,M,,,491.0,,,m,m
1,5,go,z,Z,,,547.0,,,z,z
1,5,go,m,M,,,570.0,,,m,m
1,5,go,z,Z,,,546.0,,,z,z
1,5,stop,,,,250.0,,0.0,Z,,z
1,5,go,m,M,,,482.0,,,m,m
1,5,go,z,Z,,,426.0,,,z,z
1,5,go,z,Z,,,417.0,,,z,z
1,5,stop,,,,0.0,,0.0,Z,,z
1,5,go,m,M,,,485.0,,,m,m
1,5,go,z,Z,,,477.0,,,z,z
1,5,go,z,Z,,,405.0,,,z,z
1,5,stop,,,z,350.0,,413.0,Z,z,z
1,5,stop,,,z,300.0,,420.0,Z,z,z
1,5,go,m,M,,,556.0,,,m,m
1,5,go,z,Z,,,628.0,,,z,z
1,5,go,m,M,,,508.0,,,m,m
1,5,go,z,Z,,,579.0,,,z,z
1,5,go,m,M,,,442.0,,,m,m
1,5,go,m,M,,,594.0,,,m,m
1,5,stop,,,,50.0,,0.0,M,,m
1,5,go,z,Z,,,482.0,,,z,z
1,5,go,z,Z,,,441.0,,,z,z
1,5,go,z,Z,,,433.0,,,z,z
1,5,go,z,Z,,,409.0,,,z,z
1,7,stop,,,,100.0,,0.0,Z,,z
1,7,go,m,M,,,535.0,,,m,m
1,7,go,z,Z,,,431.0,,,z,z
1,7,stop,,,z,350.0,,391.0,Z,z,z
1,7,stop,,,z,500.0,,495.0,Z,z,z
1,7,go,z,Z,,,486.0,,,z,z
1,7,go,z,Z,,,430.0,,,z,z
1,7,go,z,Z,,,406.0,,,z,z
1,7,go,z,Z,,,494.0,,,z,z
1,7,go,z,Z,,,373.0,,,z,z
1,7,go,m,M,,,461.0,,,m,m
1,7,stop,,,,350.0,,0.0,Z,,z
1,7,go,m,M,,,573.0,,,m,m
1,7,go,m,M,,,677.0,,,m,m
1,7,go,m,M,,,492.0,,,m,m
1,7,go,m,M,,,612.0,,,m,m
1,7,go,z,Z,,,524.0,,,z,z
1,7,go,z,Z,,,675.0,,,z,z
1,7,go,m,M,,,459.0,,,m,m
1,7,go,m,M,,,770.0,,,m,m
1,7,go,m,M,,,634.0,,,m,m
1,7,go,m,M,,,514.0,,,m,m
1,7,go,z,Z,,,458.0,,,z,z
1,7,go,z,Z,,,385.0,,,z,z
1,7,go,m,M,,,473.0,,,m,m
1,7,go,m,M,,,433.0,,,m,m
1,7,go,z,Z,,,505.0,,,z,z
1,7,go,z,Z,,,353.0,,,z,z
1,7,stop,,,m,500.0,,472.0,M,m,m
1,7,go,z,Z,,,496.0,,,z,z
1,7,stop,,,,350.0,,0.0,Z,,z
1,7,go,z,Z,,,592.0,,,z,z
1,7,stop,,,,50.0,,0.0,Z,,z
1,7,go,z,Z,,,479.0,,,z,z
1,7,stop,,,,250.0,,0.0,Z,,z
1,7,go,z,Z,,,399.0,,,z,z
1,7,go,z,Z,,,391.0,,,z,z
1,7,stop,,,z,400.0,,351.0,Z,z,z
1,7,go,z,Z,,,342.0,,,z,z
1,7,go,z,Z,,,430.0,,,z,z
1,7,stop,,,,100.0,,0.0,Z,,z
1,7,stop,,,z,500.0,,478.0,Z,z,z
1,7,go,z,Z,,,469.0,,,z,z
1,7,go,m,M,,,525.0,,,m,m
1,7,stop,,,,300.0,,0.0,M,,m
1,7,go,m,M,,,541.0,,,m,m
1,7,go,z,Z,,,613.0,,,z,z
1,7,stop,,,m,300.0,,412.0,M,m,m
1,7,go,z,Z,,,484.0,,,z,z
1,7,stop,,,,250.0,,0.0,M,,m
1,7,go,m,M,,,500.0,,,m,m
1,7,go,z,Z,,,444.0,,,z,z
1,7,go,m,M,,,531.0,,,m,m
1,7,go,z,Z,,,459.0,,,z,z
1,7,go,z,Z,,,402.0,,,z,z
1,7,go,z,Z,,,346.0,,,z,z
1,7,go,m,M,,,417.0,,,m,m
1,7,go,m,M,,,393.0,,,m,m
1,7,stop,,,,300.0,,0.0,Z,,z
1,7,go,m,M,,,441.0,,,m,m
1,7,go,m,Z,,,417.0,,,m,z
1,7,go,m,M,,,504.0,,,m,m
1,7,go,z,Z,,,560.0,,,z,z
1,7,stop,,,m,50.0,,456.0,M,m,m
1,7,stop,,,,50.0,,0.0,M,,m
1,7,go,m,M,,,616.0,,,m,m
1,7,go,m,M,,,479.0,,,m,m
1,7,stop,,,,300.0,,0.0,Z,,z
1,7,go,z,Z,,,575.0,,,z,z
1,7,stop,,,z,250.0,,359.0,Z,z,z
1,7,stop,,,,250.0,,0.0,Z,,z
1,7,go,m,M,,,534.0,,,m,m
1,7,go,z,Z,,,622.0,,,z,z
1,7,go,m,M,,,390.0,,,m,m
1,7,stop,,,m,400.0,,430.0,M,m,m
1,7,go,z,Z,,,517.0,,,z,z
1,7,go,m,M,,,477.0,,,m,m
1,7,go,z,Z,,,533.0,,,z,z
1,7,go,m,M,,,445.0,,,m,m
1,7,stop,,,m,500.0,,309.0,M,m,m
1,7,go,m,M,,,460.0,,,m,m
1,7,go,z,Z,,,436.0,,,z,z
1,7,go,z,Z,,,428.0,,,z,z
1,7,go,m,M,,,420.0,,,m,m
1,7,go,m,M,,,492.0,,,m,m
1,7,go,z,Z,,,515.0,,,z,z
1,7,go,m,M,,,427.0,,,m,m
1,7,stop,,,m,450.0,,499.0,M,m,m
1,7,stop,,,,100.0,,0.0,M,,m
1,7,go,m,M,,,387.0,,,m,m
1,7,go,m,M,,,410.0,,,m,m
1,7,go,m,M,,,450.0,,,m,m
1,7,go,m,M,,,409.0,,,m,m
1,7,go,m,M,,,305.0,,,m,m
1,7,go,m,M,,,472.0,,,m,m
1,7,stop,,,z,400.0,,416.0,Z,z,z
1,7,go,z,Z,,,364.0,,,z,z
1,7,stop,,,m,400.0,,452.0,M,m,m
1,7,go,m,Z,,,400.0,,,m,z
1,7,go,m,M,,,488.0,,,m,m
1,7,go,z,Z,,,544.0,,,z,z
1,7,go,m,M,,,551.0,,,m,m
1,7,go,z,Z,,,783.0,,,z,z
1,7,go,m,M,,,471.0,,,m,m
1,7,go,z,Z,,,511.0,,,z,z
1,7,go,z,Z,,,551.0,,,z,z
1,7,stop,,,,300.0,,0.0,M,,m
1,7,stop,,,,150.0,,0.0,M,,m
1,7,go,m,M,,,734.0,,,m,m
1,7,go,m,M,,,438.0,,,m,m
1,7,stop,,,,150.0,,0.0,Z,,z
1,7,go,z,Z,,,357.0,,,z,z
1,7,go,m,M,,,461.0,,,m,m
1,7,go,z,Z,,,469.0,,,z,z
1,7,go,z,Z,,,461.0,,,z,z
1,7,stop,,,,200.0,,0.0,M,,m
1,7,go,m,M,,,656.0,,,m,m
1,7,go,m,M,,,408.0,,,m,m
1,7,go,m,M,,,400.0,,,m,m
1,7,go,z,Z,,,488.0,,,z,z
1,7,go,m,M,,,592.0,,,m,m
1,7,stop,,,m,400.0,,503.0,M,m,m
