SS_delay,SS_duration,SS_stimulus,SS_trial_type,att_check_percent,block_duration,correct,correct_response,original_correcttrial,current_block,current_trial,exp_id,go_acc,key_press,possible_responses,rt,stim,stim_duration,stop_acc,stop_signal_condition,time_elapsed,timing_post_trial,trial_id,worker_id,correct_trial
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,0.0,46.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1192,circle,1000.0,,go,224047,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,0.0,47.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1163,circle,1000.0,,go,226563,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,0.0,48.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1319,square,1000.0,,go,229094,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,1.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",991,square,1000.0,,go,239175,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,2.0,stop_signal_single_task_network,,90.0,"[90, 77]",883,circle,1000.0,0.0,stop,241691,0.0,test_trial,A3IW9415ZOO0EX,0
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,3.0,stop_signal_single_task_network,,90.0,"[90, 77]",860,circle,1000.0,0.0,stop,244209,0.0,test_trial,A3IW9415ZOO0EX,0
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,4.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",912,square,1000.0,,go,246725,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,5.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",961,circle,1000.0,,go,249244,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,6.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1175,circle,1000.0,,go,251760,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,7.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",865,square,1000.0,,go,254278,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,8.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1057,square,1000.0,,go,256797,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,9.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",641,circle,1000.0,,go,259317,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,10.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",776,circle,1000.0,,go,261830,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,11.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",773,square,1000.0,,go,264348,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,12.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",885,square,1000.0,,go,266866,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,13.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",759,square,1000.0,,go,269383,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,14.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",804,circle,1000.0,,go,271899,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,15.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",802,circle,1000.0,,go,274415,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,16.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",833,square,1000.0,,go,276942,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,17.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",974,square,1000.0,,go,279465,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,18.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",830,circle,1000.0,,go,281992,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,19.0,stop_signal_single_task_network,,90.0,"[90, 77]",820,circle,1000.0,0.0,stop,284511,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,20.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",914,square,1000.0,,go,287028,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,21.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,289544,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,22.0,stop_signal_single_task_network,,77.0,"[90, 77]",849,square,1000.0,0.0,stop,292071,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,23.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1109,circle,1000.0,,go,294587,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,24.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1020,square,1000.0,,go,297115,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,25.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,299626,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,26.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",849,circle,1000.0,,go,302149,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,27.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1071,square,1000.0,,go,304665,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,28.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",844,square,1000.0,,go,307179,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,29.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",816,circle,1000.0,,go,309696,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,30.0,stop_signal_single_task_network,,77.0,"[90, 77]",793,square,1000.0,0.0,stop,312222,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,31.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,314732,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,32.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",953,circle,1000.0,,go,317248,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,33.0,stop_signal_single_task_network,,77.0,"[90, 77]",818,square,1000.0,0.0,stop,319765,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,34.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",972,circle,1000.0,,go,322282,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,35.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",904,square,1000.0,,go,324798,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,0.0,1.0,36.0,stop_signal_single_task_network,0.0,90.0,"[90, 77]",987,square,1000.0,,go,327317,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,37.0,stop_signal_single_task_network,,90.0,"[90, 77]",841,circle,1000.0,0.0,stop,329829,0.0,test_trial,A3IW9415ZOO0EX,0
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,38.0,stop_signal_single_task_network,,77.0,"[90, 77]",707,square,1000.0,0.0,stop,332347,0.0,test_trial,A3IW9415ZOO0EX,0
450.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,39.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,334864,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,1.0,40.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",939,square,1000.0,,go,337397,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,41.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",795,circle,1000.0,,go,339908,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,1.0,42.0,stop_signal_single_task_network,,90.0,"[90, 77]",1426,square,1000.0,0.0,stop,342436,0.0,test_trial,A3IW9415ZOO0EX,0
450.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,43.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,344964,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,44.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",804,circle,1000.0,,go,347490,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,45.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,350016,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,46.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1012,circle,1000.0,,go,352533,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,1.0,47.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,355052,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,1.0,48.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",933,circle,1000.0,,go,357568,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,1.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",1039,circle,1000.0,,go,364943,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,2.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",753,circle,1000.0,,go,367468,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,3.0,stop_signal_single_task_network,,90.0,"[90, 77]",668,circle,1000.0,0.0,stop,369993,0.0,test_trial,A3IW9415ZOO0EX,0
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,4.0,stop_signal_single_task_network,,77.0,"[90, 77]",741,square,1000.0,0.0,stop,372513,0.0,test_trial,A3IW9415ZOO0EX,0
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,5.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",827,circle,1000.0,,go,375038,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,6.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",937,circle,1000.0,,go,377556,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,7.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",860,square,1000.0,,go,380082,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,8.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,382598,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,9.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",578,circle,1000.0,,go,385124,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,10.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",858,square,1000.0,,go,387646,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,11.0,stop_signal_single_task_network,,90.0,"[90, 77]",746,circle,1000.0,0.0,stop,390164,0.0,test_trial,A3IW9415ZOO0EX,0
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,12.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,392693,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,13.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",654,circle,1000.0,,go,395217,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,14.0,stop_signal_single_task_network,,90.0,"[90, 77]",817,circle,1000.0,0.0,stop,397735,0.0,test_trial,A3IW9415ZOO0EX,0
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,15.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",858,square,1000.0,,go,400253,0.0,test_trial,A3IW9415ZOO0EX,1
500.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,16.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,402772,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,17.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",832,circle,1000.0,,go,405303,0.0,test_trial,A3IW9415ZOO0EX,1
550.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,18.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,407839,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,19.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",971,square,1000.0,,go,410357,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,20.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,square,1000.0,1.0,stop,412866,0.0,test_trial,A3IW9415ZOO0EX,1
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,21.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",832,square,1000.0,,go,415402,0.0,test_trial,A3IW9415ZOO0EX,1
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,22.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",776,circle,1000.0,,go,417918,0.0,test_trial,A3IW9415ZOO0EX,1
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,23.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",906,square,1000.0,,go,420430,0.0,test_trial,A3IW9415ZOO0EX,1
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,24.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,422948,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,25.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",669,circle,1000.0,,go,425465,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,26.0,stop_signal_single_task_network,,90.0,"[90, 77]",807,circle,1000.0,0.0,stop,427992,0.0,test_trial,A3IW9415ZOO0EX,0
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,1.0,2.0,27.0,stop_signal_single_task_network,,-1.0,"[90, 77]",-1,circle,1000.0,1.0,stop,430512,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,28.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1034,square,1000.0,,go,433038,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,29.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",1035,square,1000.0,,go,435555,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,30.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",837,circle,1000.0,,go,438073,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,31.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",857,square,1000.0,,go,440589,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,32.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",837,circle,1000.0,,go,443113,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,33.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",995,circle,1000.0,,go,445629,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,34.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",946,square,1000.0,,go,448148,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,35.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",894,square,1000.0,,go,450663,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,36.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",928,circle,1000.0,,go,453183,0.0,test_trial,A3IW9415ZOO0EX,1
700.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,37.0,stop_signal_single_task_network,,90.0,"[90, 77]",832,circle,1000.0,0.0,stop,455693,0.0,test_trial,A3IW9415ZOO0EX,0
650.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,38.0,stop_signal_single_task_network,,77.0,"[90, 77]",802,square,1000.0,0.0,stop,458207,0.0,test_trial,A3IW9415ZOO0EX,0
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,39.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",905,square,1000.0,,go,460717,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,40.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",802,square,1000.0,,go,463237,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,41.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",802,circle,1000.0,,go,465748,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,42.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",721,square,1000.0,,go,468261,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,77.0,1.0,2.0,43.0,stop_signal_single_task_network,1.0,77.0,"[90, 77]",820,square,1000.0,,go,470781,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,go,,2000.0,,90.0,1.0,2.0,44.0,stop_signal_single_task_network,1.0,90.0,"[90, 77]",716,circle,1000.0,,go,473299,0.0,test_trial,A3IW9415ZOO0EX,1
600.0,500.0,<img class = center src='/static/experiments/stop_signal_single_task_network/images/stopSignal.png'></img>,stop,,2000.0,,-1.0,0.0,2.0,45.0,stop_signal_single_task_network,,77.0,"[90, 77]",823,square,1000.0,0.0,stop,475815,0.0,test_trial,A3IW9415ZOO0EX,0
