worker_id,current_block,stop_signal_condition,SS_delay,correct_response,key_press,correct_trial,rt
A2WYCY1FMQOD5F,1,go,550,77,77,1,907
A2WYCY1FMQOD5F,1,stop,550,-1,-1,1,-1
A2WYCY1FMQOD5F,1,stop,600,-1,77,0,713
A2WYCY1FMQOD5F,1,go,550,77,77,1,791
A2WYCY1FMQOD5F,1,stop,550,-1,-1,1,-1
A2WYCY1FMQOD5F,1,stop,600,-1,77,0,858
A2S4YDJ9UGAXFQ,0,stop,400,-1,77,0,599
A2S4YDJ9UGAXFQ,0,go,350,90,90,1,376
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,533
A2S4YDJ9UGAXFQ,0,stop,350,-1,77,0,436
A2S4YDJ9UGAXFQ,0,stop,300,-1,77,0,435
A2S4YDJ9UGAXFQ,0,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,go,300,90,90,1,369
A2S4YDJ9UGAXFQ,0,go,300,90,90,1,378
A2S4YDJ9UGAXFQ,0,go,300,90,90,1,437
A2S4YDJ9UGAXFQ,0,go,300,77,77,1,467
A2S4YDJ9UGAXFQ,0,stop,300,-1,77,0,429
A2S4YDJ9UGAXFQ,0,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,go,300,90,90,1,530
A2S4YDJ9UGAXFQ,0,stop,300,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,611
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,551
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,573
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,561
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,433
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,468
A2S4YDJ9UGAXFQ,0,go,350,77,77,1,391
A2S4YDJ9UGAXFQ,0,stop,350,-1,90,0,430
A2S4YDJ9UGAXFQ,0,go,300,90,90,1,495
A2S4YDJ9UGAXFQ,0,stop,300,-1,90,0,431
A2S4YDJ9UGAXFQ,0,go,250,77,77,1,439
A2S4YDJ9UGAXFQ,0,go,250,77,77,1,423
A2S4YDJ9UGAXFQ,0,stop,250,-1,77,0,343
A2S4YDJ9UGAXFQ,0,go,200,90,90,1,406
A2S4YDJ9UGAXFQ,0,go,200,77,77,1,445
A2S4YDJ9UGAXFQ,0,go,200,77,90,0,773
A2S4YDJ9UGAXFQ,0,go,200,90,90,1,524
A2S4YDJ9UGAXFQ,0,stop,200,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,go,250,77,77,1,370
A2S4YDJ9UGAXFQ,0,go,250,90,90,1,447
A2S4YDJ9UGAXFQ,0,go,250,77,77,1,519
A2S4YDJ9UGAXFQ,0,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,stop,300,-1,-1,1,-1
A2S4YDJ9UGAXFQ,0,go,350,90,90,1,568
A2S4YDJ9UGAXFQ,0,go,350,90,90,1,556
A2S4YDJ9UGAXFQ,0,go,350,90,90,1,473
A2S4YDJ9UGAXFQ,0,go,350,90,90,1,454
A2S4YDJ9UGAXFQ,0,stop,350,-1,77,0,411
A2S4YDJ9UGAXFQ,0,go,300,77,77,1,463
A2S4YDJ9UGAXFQ,0,stop,300,-1,77,0,445
A2S4YDJ9UGAXFQ,0,stop,250,-1,90,0,453
A2S4YDJ9UGAXFQ,0,go,200,90,90,1,567
A2S4YDJ9UGAXFQ,0,go,200,90,90,1,591
A2S4YDJ9UGAXFQ,0,go,200,90,90,1,507
A2S4YDJ9UGAXFQ,1,stop,200,-1,90,0,660
A2S4YDJ9UGAXFQ,1,stop,150,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,200,77,77,1,311
A2S4YDJ9UGAXFQ,1,go,200,77,77,1,430
A2S4YDJ9UGAXFQ,1,stop,200,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,581
A2S4YDJ9UGAXFQ,1,stop,300,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,350,90,90,1,558
A2S4YDJ9UGAXFQ,1,go,350,77,77,1,461
A2S4YDJ9UGAXFQ,1,stop,350,-1,90,0,468
A2S4YDJ9UGAXFQ,1,stop,300,-1,77,0,434
A2S4YDJ9UGAXFQ,1,go,250,77,77,1,530
A2S4YDJ9UGAXFQ,1,go,250,90,90,1,641
A2S4YDJ9UGAXFQ,1,stop,250,-1,77,0,401
A2S4YDJ9UGAXFQ,1,stop,200,-1,-1,1,-1
